textbook_id,product_id,textbook_studio_passage_id,textbook_unit_id,book_title,studio_title,studio_series,studio_title2,textbook_studio_passage_title,passage_order,content
3379766691641689546,3387795899076838787,3559b58e-6375-46d9-905c-613d1c47ad8b,85bae5f4-efdf-4b2a-ae1a-b82d7879b6cd,2020 고3 수능/모의고사 영어,2020년,고3,10월,41~42,23,"Because personality is the innermost layer of your ""personhood,"" it's easy (and very common) to lose sight of your personality. In fact, most people are unaware of their personalities because from early childhood, they have spent most of their time adopting out-of-sync identities that completely mask their natural personalities. More often than not, the environments of our youth (for example, the way our parents raise us, the way society interacts with us, and the way our culture shapes us) mislead us as adults into thinking we are one kind of person － when we are really another! As children, we are surrounded by families and societies and cultures that are constantly making impressions on us, giving us feedback about how we should be in the world, and teaching us ""the right"" ways to behave, the ""right"" thoughts and feelings to have, and the ""right"" groups to join. Although we come into the world being one way (our personalities), we often receive messages over time, from these outside influences, that there are drawbacks to being our true selves and rewards for adopting identities that are out-of-sync with our true selves. So instead of developing behaviors, thoughts, and relationships that support our true selves, we develop ones that will satisfy the people in our lives."
3379766691641689549,3387795899085227398,0b6878d1-550e-42fd-b5c7-aed1c0e0457c,0a68c7a5-507c-4522-98de-42412e084d0f,2023 고3 수능/모의고사 영어,2023년,고3,3월,41~42,23,"Douglas Hofstadter is a scholar who writes about stereotypical thinking. He discusses what he calls default assumptions. Default assumptions are preconceived notions about the likely state of affairs — what we assume to be true in the absence of specific information. Given no other information, when I mention ""secretary,"" you are likely to assume the secretary is a woman, because ""woman"" and ""secretary"" are associated stereotypically. In the absence of specific details, people rely on the stereotype as a default assumption for filling in the blanks. Default assumptions have a tendency, in Hofstadter's words, to ""permeate our mental representations and channel our thoughts."" For instance, given the words ""cat,"" ""dog,"" and ""chases,"" you are likely to think first of a dog chasing a cat. This line of thought reflects a default assumption that, all else being equal, the dog is more likely to chase the cat than the other way around. 
Default assumptions are rooted in our socially learned associative clusters and linguistic categories. They are useful in that people cannot always afford the time it would take to consider every theoretical possibility that confronts them. Nonetheless, default assumptions are often wrong. Default assumptions are only one type of language-based categorization. Hofstadter is particularly interested in race-based and gender-based categorization and default assumptions. For instance, if you hear that your school basketball team is playing tonight, do you assume it's the men's team? Most people would assume so unless a qualifier is added to provide specific information. In this case, the qualifier would be ""the women's basketball team is playing tonight."""
3379766691641689543,3387795899076838784,1568bc10-1d91-4473-bc03-2887ff51c118,d5327ad8-d945-4ea4-8c4b-10a55e956b59,2022 고2 모의고사 영어,2022년,고2,6월,41~42,23,"Common sense suggests that discussion with others who express different opinions should produce more moderate attitudes for everyone in the group. Surprisingly, this is not always the case. In group polarization, a period of discussion pushes group members to take more extreme positions in the direction that they were already inclined to prefer. Group polarization does not reverse the direction of attitudes, but rather accentuates the attitudes held at the beginning. Two pressures appear to push individuals to take more extreme positions following a group discussion. First, conformity and desire for affiliation contribute to group polarization. If the majority of a group is leaning in a particular direction, what could be a better way of fitting in than agreeing with that majority, and maybe even taking its argument one step farther? There is also a tendency for like-minded people to affiliate with one another, which can provide reinforcement for existing opinions, increase people’s confidence in those opinions, lead to the discovery of new reasons for those opinions and counterarguments to opposing views, and reduce exposure to conflicting ideas. Second, exposure to discussion on a topic introduces new reasons for maintaining an attitude. If you are already opposed to gun control and you listen to additional arguments supporting your position, you might end up more opposed than you were originally."
3305971174210536890,3379414556668331390,1d7d2cb9-0bdc-4669-bfba-42872a4e6d02,308c36c8-fdcf-41dd-89c1-a8c4bb63afcb,2023 고1 모의고사 영어,2023년,고1,9월,41~42,23,"Claims that local food production cut greenhouse gas emissions by reducing the burning of transportation fuel are usually not well founded. Transport is the source of only 11 percent of greenhouse gas emissions within the food sector, so reducing the distance that food travels after it leaves the farm is far less important than reducing wasteful energy use on the farm. Food coming from a distance can actually be better for the climate, depending on how it was grown. For example, field-grown tomatoes shipped from Mexico in the winter months will have a smaller carbon footprint than local winter tomatoes grown in a greenhouse. In the United Kingdom, lamb meat that travels 11,000 miles from New Zealand generates only one-quarter the carbon emissions per pound compared to British lamb because farmers in the United Kingdom raise their animals on feed (which must be produced using fossil fuels) rather than on clover pastureland. When food does travel, what matters most is not the distance traveled but the travel mode (surface versus air), and most of all the load size. Bulk loads of food can travel halfway around the world by ocean freight with a smaller carbon footprint, per pound delivered, than foods traveling just a short distance but in much smaller loads. For example, 18-wheelers carry much larger loads than pickup trucks so they can move food 100 times as far while burning only one-third as much gas per pound of food delivered."
3379766691641689545,3387795899076838786,1d8e699e-927d-4d38-8c8c-5ce1bfc0dac6,3a44cdf9-c590-423e-9071-a0c781635e12,2024 고2 모의고사 영어,2024년,고2,6월,41~42,23,"We have biases that support our biases! If we're partial to one option ― perhaps because it's more memorable, or framed to minimize loss, or seemingly consistent with a promising pattern ― we tend to search for information that will justify choosing that option. On the one hand, it's sensible to make choices that we can defend with data and a list of reasons. On the other hand, if we're not careful, we're likely to conduct an imbalanced analysis, falling prey to a cluster of errors collectively known as ""confirmation biases.""
For example, nearly all companies include classic ""tell me about yourself"" job interviews as part of the hiring process, and many rely on these interviews alone to evaluate applicants. But it turns out that traditional interviews are actually one of the least useful tools for predicting an employee's future success. This is because interviewers often subconsciously make up their minds about interviewees based on their first few moments of interaction and spend the rest of the interview cherry-picking evidence and phrasing their questions to confirm that initial impression: ""I see here you left a good position at your previous job. You must be pretty ambitious, right?"" versus ""You must not have been very committed, huh?"" This means that interviewers can be prone to overlooking significant information that would clearly indicate whether this candidate was actually the best person to hire. More structured approaches, like obtaining samples of a candidate's work or asking how he would respond to difficult hypothetical situations, are dramatically better at assessing future success, with a nearly threefold advantage over traditional interviews."
3379766691641689550,3387795899085227399,2e14845c-c930-4769-a375-52d6ae370d28,ada4f305-046a-4080-9d9d-c1ce9df41641,2024 고3 수능/모의고사 영어,2024년,고3,7월,41~42,23,"We have seen a clear rise in something called ‘shrinkflation’. A basket of products is measured for inflation by price, not by volume or weight. If the products shrink in size but the price stays the same, technically no price increase has occurred. But people aren’t stupid, they know what that means. You can see this in everything from the reduced amount of cereal in a box to smaller-sized chocolate bars. You can see it in the form of ever-larger apertures in toothpaste tubes and powders of various sorts. The purpose of these changes is to make the consumer use up the product faster and to pay more per weight. Toilet paper and paper towel rolls have ever-larger tube centres and ever-fewer sheets, while the price remains the same. There are fewer potato crisps in the bag and cookies in the box. Bottles of liquids such as perfumes have ever-larger dimples on the bottom that displace the product and create the illusion of more inside than there is. Shrinkflation is not restricted to retail products. Apartments are shrinking, too. Micro apartments are smaller than anything we lived in before but cost more per square foot. Shrinkflation is a signal that tells us that companies are facing higher costs. It is a signal that price pressures are starting to build."
3379766691641689550,3387795899085227399,2a8e8628-c1d5-4397-ad94-d73b8398803b,2a00d4e4-4fba-4732-b6d1-0726a277667c,2024 고3 수능/모의고사 영어,2024년,고3,4월,41~42,23,"There are a number of human characteristics that would seem to be disadvantageous yet continue to survive, generation after generation. One example is color blindness. Most color blindness is associated with genes on the X chromosome. Women have two X chromosomes, so if this problem occurs on one of them, the other can compensate. But men have only one X chromosome. If the mutation occurs there, that male is color blind. We might ask why such a deficiency would survive and not die out. To understand this, we can consider ancient hunter-gatherers, with the men doing most of the hunting for meat and the women doing most of the gathering of fruits and nuts. Gathering fruits, especially berries, and nuts is much more productive if it is easy to distinguish the red or purple fruit from the green leaves of the plant. If red-green color blindness were common among women, the resulting lack of productivity would likely cause this trait to die out relatively quickly. On the other hand, the men out hunting don't much rely on being able to contrast red from green. Most of the animals they are hunting have fur or feathers that help them hide. Rather than relying on color, the hunter relies on an acute ability to detect motion. It is conceivable that a reduction in color contrast in these circumstances might actually enhance one's ability to detect subtle motions. Given that a hunted animal blends into its surroundings, less background color variation would be less of a visual distraction."
3379766691641689544,3387795899076838785,304dc5de-4e2b-47d5-b7ed-49ff6b5bd35f,0b3f167e-dff0-463f-8818-6a2c6ecbde50,2023 고2 모의고사 영어,2023년,고2,9월,41~42,23,"In England in the 1680s, it was unusual to live to the age of fifty. This was a period when knowledge was not spread widely, there were few books and most people could not read. As a consequence, knowledge passed down through the oral traditions of stories and shared experiences. And since older people had accumulated more knowledge, the social norm was that to be over fifty was to be wise. This social perception of age began to shift with the advent of new technologies such as the printing press. Over time, as more books were printed, literacy increased, and the oral traditions of knowledge transfer began to fade. With the fading of oral traditions, the wisdom of the old became less important and as a consequence being over fifty was no longer seen as signifying wisdom. We are living in a period when the gap between chronological and biological age is changing fast and where social norms are struggling to adapt. In a video produced by the AARP (formerly the American Association of Retired Persons), young people were asked to do various activities ‘just like an old person’. When older people joined them in the video, the gap between the stereotype and the older people’s actual behaviour was striking. It is clear that in today’s world our social norms need to be updated quickly."
3379766691641689545,3387795899076838786,3b1f951d-f49f-479c-add1-9ca46b4d0ea9,c0162f5a-f765-4ab3-a570-956f76dd15c9,2024 고2 모의고사 영어,2024년,고2,3월,41~42,23,"It's untrue that teens can focus on two things at once — what they're doing is shifting their attention from one task to another. In this digital age, teens wire their brains to make these shifts very quickly, but they are still, like everyone else, paying attention to one thing at a time, sequentially. Common sense tells us multitasking should increase brain activity, but Carnegie Mellon University scientists using the latest brain imaging technology find it doesn't. As a matter of fact, they discovered that multitasking actually decreases brain activity. Neither task is done as well as if each were performed individually. Fractions of a second are lost every time we make a switch, and a person's interrupted task can take 50 percent longer to finish, with 50 percent more errors. Turns out the latest brain research supports the old advice ""one thing at a time.""
It's not that kids can't do some tasks simultaneously. But if two tasks are performed at once, one of them has to be familiar. Our brains perform a familiar task on ""automatic pilot"" while really paying attention to the other one. That's why insurance companies consider talking on a cell phone and driving to be as dangerous as driving while drunk — it's the driving that goes on ""automatic pilot"" while the conversation really holds our attention. Our kids may be living in the Information Age but our brains have not been redesigned yet."
3379766691641689549,3387795899085227398,44c84f76-8ebf-4fd4-9121-43fc0bd52f06,06d4e540-2764-433e-af09-0e527efb078d,2023 고3 수능/모의고사 영어,2023년,고3,수능,41~42,23,"One way to avoid contributing to overhyping a story would be to say nothing. However, that is not a realistic option for scientists who feel a strong sense of responsibility to inform the public and policymakers and/or to offer suggestions. Speaking with members of the media has advantages in getting a message out and perhaps receiving favorable recognition, but it runs the risk of misinterpretations, the need for repeated clarifications, and entanglement in never-ending controversy. Hence, the decision of whether to speak with the media tends to be highly individualized. Decades ago, it was unusual for Earth scientists to have results that were of interest to the media, and consequently few media contacts were expected or encouraged. In the 1970s, the few scientists who spoke frequently with the media were often criticized by their fellow scientists for having done so. The situation now is quite different, as many scientists feel a responsibility to speak out because of the importance of global warming and related issues, and many reporters share these feelings. In addition, many scientists are finding that they enjoy the media attention and the public recognition that comes with it. At the same time, other scientists continue to resist speaking with reporters, thereby preserving more time for their science and avoiding the risk of being misquoted and the other unpleasantries associated with media coverage."
3305971174210536871,3305970767555987411,549a7fe6-1b65-4aae-8ad7-f5d9edba378d,a5ad50fc-d0c3-46a4-8f34-5ad052489cd3,2024 고1 모의고사 영어,2024년,고1,3월,41~42,23,"Norms are everywhere, defining what is ""normal"" and guiding our interpretations of social life at every turn. As a simple example, there is a norm in Anglo society to say Thank you to strangers who have just done something to help, such as open a door for you, point out that you've just dropped something, or give you directions. There is no law that forces you to say Thank you. But if people don't say Thank you in these cases it is marked. People expect that you will say it. You become responsible. Failing to say it will be both surprising and worthy of criticism. Not knowing the norms of another community is the central problem of cross-cultural communication. To continue the Thank you example, even though another culture may have an expression that appears translatable (many don't), there may be different norms for its usage, for example, such that you should say Thank you only when the cost someone has caused is considerable. In such a case it would sound ridiculous (i.e., unexpected, surprising, and worthy of criticism) if you were to thank someone for something so minor as holding a door open for you."
3379766691641689549,3387795899085227398,72261fb2-5570-4a58-b208-45f87f64d577,e5ab3bd1-4530-48b4-883c-12aec252b184,2023 고3 수능/모의고사 영어,2023년,고3,6월,41~42,23,"Many negotiators assume that all negotiations involve a fixed pie. Negotiators often approach integrative negotiation opportunities as zero-sum situations or win-lose exchanges. Those who believe in the mythical fixed pie assume that parties' interests stand in opposition, with no possibility for integrative settlements and mutually beneficial trade-offs, so they suppress efforts to search for them. In a hiring negotiation, a job applicant who assumes that salary is the only issue may insist on $75,000 when the employer is offering $70,000. Only when the two parties discuss the possibilities further do they discover that moving expenses and starting date can also be negotiated, which may facilitate resolution of the salary issue.
The tendency to see negotiation in fixed-pie terms varies depending on how people view the nature of a given conflict situation. This was shown in a clever experiment by Harinck, de Dreu, and Van Vianen involving a simulated negotiation between prosecutors and defense lawyers over jail sentences. Some participants were told to view their goals in terms of personal gain (e.g., arranging a particular jail sentence will help your career), others were told to view their goals in terms of effectiveness (a particular sentence is most likely to prevent recidivism), and still others were told to focus on values (a particular jail sentence is fair and just). Negotiators focusing on personal gain were most likely to come under the influence of fixed-pie beliefs and approach the situation competitively. Negotiators focusing on values were least likely to see the problem in fixed-pie terms and more inclined to approach the situation cooperatively. Stressful conditions such as time constraints contribute to this common misperception, which in turn may lead to less integrative agreements."
3379766691641689549,3387795899085227398,72488e2c-6f2b-4e87-b5a0-bd59658a099d,f225c376-6663-45d7-bfeb-80ea0665512b,2023 고3 수능/모의고사 영어,2023년,고3,9월,41~42,23,"One reason we think we forget most of what we learned in school is that we underestimate what we actually remember. Other times, we know we remember something, but we don’t recognize that we learned it in school. Knowing where and when you learned something is usually called context information, and context is handled by different memory processes than memory for the content. Thus, it’s quite possible to retain content without remembering the context. For example, if someone mentions a movie and you think to yourself that you heard it was terrible but can’t remember where you heard that, you’re recalling the content, but you’ve lost the context. Context information is frequently easier to forget than content, and it’s the source of a variety of memory illusions. For instance, people are unconvinced by a persuasive argument if it’s written by someone who is not very credible (e.g., someone with a clear financial interest in the topic). But in time, readers’ attitudes, on average, change in the direction of the persuasive argument. Why? Because readers are likely to remember the content of the argument but forget the source ― someone who is not credible. If remembering the source of knowledge is difficult, you can see how it would be easy to conclude you don’t remember much from school."
3305971174210536890,3379414556668331390,8a7916c5-6aa1-4c94-acdd-c7fd8ec9059e,8bcd6f20-3fc5-4136-b20a-33cb32aa652a,2023 고1 모의고사 영어,2023년,고1,6월,41~42,23,"Early hunter-gatherer societies had minimal structure. A chief or group of elders usually led the camp or village. Most of these leaders had to hunt and gather along with the other members because the surpluses of food and other vital resources were seldom sufficient to support a full-time chief or village council. The development of agriculture changed work patterns. Early farmers could reap 3-10 kg of grain from each 1 kg of seed planted. Part of this food/energy surplus was returned to the community and provided support for nonfarmers such as chieftains, village councils, men who practice medicine, priests, and warriors. In return, the nonfarmers provided leadership and security for the farming population, enabling it to continue to increase food/energy yields and provide ever larger surpluses.
With improved technology and favorable conditions, agriculture produced consistent surpluses of the basic necessities, and population groups grew in size. These groups concentrated in towns and cities, and human tasks specialized further. Specialists such as carpenters, blacksmiths, merchants, traders, and sailors developed their skills and became more efficient in their use of time and energy. The goods and services they provided brought about an improved quality of life, a higher standard of living, and, for most societies, increased stability."
